id,name,role,rating,reviews,location,experience,specialization,skills,availability,charges,chargeNum,phone,email,photo,bio,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text
288,Dr. Qasim Raza,Wound Care Specialist,4.8,167,Hyderabad,9 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Diabetic Wound,Available,Rs1200,1200,+91 99897 99876,qasim.raza@yashoda.com,https://randomuser.me/api/portraits/men/79.jpg,Wound care specialist at Yashoda Hyderabad,Salman K.,5,Bedsore healed completely,,,
289,Dr. Rekha Menon,Home Nursing Specialist,4.9,278,Thrissur,12 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs1100,1100,+91 98460 99876,rekha.menon@amritahospital.com,https://randomuser.me/api/portraits/women/69.jpg,Experienced home nurse in Thrissur,Joseph K.,5,Very caring and skilled,,,
290,Dr. Sajid Khan,Physiotherapist,4.7,134,Bhopal,8 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehabilitation|Gait Training,Available,Rs800,800,+91 90090 99876,sajid.khan@bmc.edu,https://randomuser.me/api/portraits/men/80.jpg,Neuro physiotherapist at BMC Bhopal,Shahid A.,4,Good improvement in walking,,,
291,Dr. Tanvi Deshmukh,Cardiac Rehab Nurse,4.8,189,Nagpur,9 yrs,Post Surgery Care,Cardiac Monitoring|Exercise Prescription,Available,Rs1000,1000,+91 93731 99876,tanvi.deshmukh@orangecity.com,https://randomuser.me/api/portraits/women/70.jpg,Cardiac rehab nurse in Nagpur,Anil K.,4,Good post-angioplasty care,,,
292,Dr. Udayan Chatterjee,Gastroenterologist,4.9,345,Kolkata,18 yrs,Elderly Care,Therapeutic Endoscopy|IBD Management,Available,Rs2100,2100,+91 98310 99876,udayan.chatterjee@amri.com,https://randomuser.me/api/portraits/men/81.jpg,Gastroenterologist at AMRI Kolkata,Sourav G.,5,Excellent endoscopy service,,,
293,Dr. Varsha Jadhav,Speech Therapist,4.6,98,Pune,6 yrs,Stroke Recovery,Swallowing Therapy|Aphasia Rehab,Available,Rs800,800,+91 90281 99876,varsha.jadhav@rubyhall.com,https://randomuser.me/api/portraits/women/71.jpg,Speech therapist at Ruby Hall Pune,Shubhangi K.,4,Improved swallowing safety,,,
294,Dr. Wilfred D'Souza,Orthopedic Surgeon,4.9,456,Mangalore,21 yrs,Post Surgery Care|Elderly Care,Arthroscopy|Joint Replacement,Available,Rs2800,2800,+91 98451 99876,wilfred.dsouza@kankanadycare.com,https://randomuser.me/api/portraits/men/82.jpg,Senior orthopedic surgeon in Mangalore,Ronald P.,5,Successful shoulder arthroscopy,,,
295,Dr. Xalxo Suman,Home Ventilator Nurse,4.8,212,Ranchi,11 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs1900,1900,+91 98351 99876,xalxo.suman@rims.edu,https://randomuser.me/api/portraits/women/72.jpg,Home ventilator nurse in Ranchi,Anita S.,5,Reliable ventilator care,,,
296,Dr. Yuvraj Singh,Nephrologist,4.9,389,Chandigarh,20 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Biopsy,Available,Rs2600,2600,+91 98765 99876,yuvraj.singh@pgimer.edu,https://randomuser.me/api/portraits/men/83.jpg,Senior nephrologist at PGIMER Chandigarh,Gurpreet K.,5,Excellent dialysis care,,,
297,Dr. Zeba Siddiqui,Diabetologist,4.7,145,Lucknow,10 yrs,Elderly Care|Home Nursing,Insulin Therapy|Diabetic Foot Care,Available,Rs1100,1100,+91 94150 99876,zeba.siddiqui@sgpgi.ac.in,https://randomuser.me/api/portraits/women/73.jpg,Diabetologist at SGPGI Lucknow,Farah K.,4,Good diabetes management,,,
298,Dr. Abhijit Das,Cardiologist,4.9,456,Bhubaneswar,21 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs2600,2600,+91 98610 99876,abhijit.das@aiimsbbsr.edu,https://randomuser.me/api/portraits/men/84.jpg,Senior cardiologist at AIIMS Bhubaneswar,Bijay K.,5,Excellent angioplasty,,,
299,Dr. Bijoya Chakraborty,Palliative Care Nurse,4.9,278,Siliguri,12 yrs,Palliative Care|Night Care,Pain Management|Emotional Support,Available,Rs1500,1500,+91 98320 99876,bijoya.chakraborty@siliguricare.com,https://randomuser.me/api/portraits/women/74.jpg,Palliative nurse in Siliguri,Anjan D.,5,Compassionate end-of-life care,,,
300,Dr. Chandrashekhar Patil,Physiotherapist,4.8,189,Kolhapur,10 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehabilitation|Balance Training,Available,Rs850,850,+91 94220 99876,chandrashekhar.patil@kmc.in,https://randomuser.me/api/portraits/men/85.jpg,Neuro physiotherapist in Kolhapur,Sanjay J.,5,Excellent stroke recovery,,,
id,name,role,rating,reviews,location,experience,specialization,skills,availability,charges,chargeNum,phone,email,photo,bio,review1_name,review1_stars,review1_text,review2_name,review2_stars,review2_text
301,Dr. Damodar Rao,Cardiologist,4.8,234,Vijayawada,17 yrs,Elderly Care|Post Surgery Care,Cardiac Rehab|Stress Test,Available,Rs2000,2000,+91 98858 66778,damodar.rao@vijayawadaheart.com,https://randomuser.me/api/portraits/men/86.jpg,Senior cardiologist at Vijayawada Heart Institute,Srinivas R.,5,Excellent cardiac care,,,
302,Dr. Esha Thakur,Home Nursing Specialist,4.9,267,Shimla,12 yrs,Home Nursing|Elderly Care,Post-operative Care|IV Therapy,Available,Rs1200,1200,+91 98160 66778,esha.thakur@igmc.in,https://randomuser.me/api/portraits/women/75.jpg,Home nurse specialist in Shimla,Rajesh S.,5,Very professional care,,,
303,Dr. Faiz Ahmed,Pulmonologist,4.7,156,Hyderabad,13 yrs,Elderly Care|Post Surgery Care,Asthma Management|TB Care,Available,Rs1600,1600,+91 99897 66778,faiz.ahmed@carehospitals.com,https://randomuser.me/api/portraits/men/87.jpg,Pulmonologist at Care Hospitals Hyderabad,Azhar M.,4,Asthma now controlled,,,
304,Dr. Gauri Shankar,Ayurvedic Consultant,4.8,278,Varanasi,20 yrs,Elderly Care|Wellness Care,Panchakarma|Rasayana,Available,Rs900,900,+91 98370 66778,gauri.shankar@bhu.ac.in,https://randomuser.me/api/portraits/men/88.jpg,Senior Ayurvedic consultant at BHU,Ram K.,5,Excellent rejuvenation therapy,,,
305,Dr. Harsimrat Kaur,Physiotherapist,4.9,289,Amritsar,11 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Gait Training,Available,Rs850,850,+91 98156 66778,harsimrat.kaur@amandeep.com,https://randomuser.me/api/portraits/women/76.jpg,Neuro physiotherapist in Amritsar,Gurpreet S.,5,Excellent stroke recovery,,,
306,Dr. Imtiaz Ali,Geriatric Psychiatrist,4.8,212,Patna,14 yrs,Dementia Care|Elderly Care,Geriatric Depression|Memory Assessment,Available,Rs1700,1700,+91 93041 66778,imtiaz.ali@igims.org,https://randomuser.me/api/portraits/men/89.jpg,Geriatric psychiatrist at IGIMS Patna,Farzana B.,5,Helped manage father's depression,,,
307,Dr. Jasmine D'Souza,Oncology Nurse,4.9,278,Goa,12 yrs,Palliative Care|Post Surgery Care,Cancer Pain Management|Chemo Support,Available,Rs1600,1600,+91 98230 66778,jasmine.dsouza@gmc.goa.in,https://randomuser.me/api/portraits/women/77.jpg,Oncology nurse in Goa,Anthony F.,5,Compassionate care during chemo,,,
308,Dr. Kalpana Chawla,Nutritionist,4.7,134,Karnal,8 yrs,Elderly Care|Wellness Care,Diabetic Diet|Heart Healthy Diet,Available,Rs700,700,+91 98960 66778,kalpana.chawla@karnalcare.com,https://randomuser.me/api/portraits/women/78.jpg,Geriatric nutritionist in Karnal,Anil K.,4,Good diet plan,,,
309,Dr. Laxminarayan Shenoy,Urologist,4.9,389,Mangalore,19 yrs,Elderly Care,Prostate Surgery|Kidney Stone,Available,Rs2200,2200,+91 98451 66778,laxminarayan.shenoy@kankanadycare.com,https://randomuser.me/api/portraits/men/90.jpg,Senior urologist in Mangalore,Ramesh P.,5,Prostate surgery successful,,,
310,Dr. Mahua Chatterjee,Speech Therapist,4.6,98,Kolkata,7 yrs,Stroke Recovery,Aphasia Therapy|Swallowing Rehab,Available,Rs850,850,+91 98310 66778,mahua.chatterjee@amri.com,https://randomuser.me/api/portraits/women/79.jpg,Speech therapist at AMRI Kolkata,Sourav G.,4,Improved speech gradually,,,
311,Dr. Nandkishor Patil,Wound Care Specialist,4.8,189,Nashik,10 yrs,Post Surgery Care|Home Nursing,Diabetic Foot Ulcer|Vacuum Therapy,Available,Rs1200,1200,+91 98225 66778,nandkishor.patil@nashikcare.com,https://randomuser.me/api/portraits/men/91.jpg,Wound care specialist in Nashik,Sandeep M.,5,Diabetic ulcer healed,,,
312,Dr. Ojasvi Sharma,Cardiologist,4.9,456,Jaipur,21 yrs,Elderly Care|Post Surgery Care,Interventional Cardiology|Echo,Available,Rs2600,2600,+91 98292 66778,ojasvi.sharma@smsmedical.com,https://randomuser.me/api/portraits/women/80.jpg,Senior cardiologist at SMS Jaipur,Rajendra M.,5,Excellent angioplasty,,,
313,Dr. Parthasarathy Iyer,Nephrologist,4.9,423,Chennai,22 yrs,Elderly Care|Post Surgery Care,Hemodialysis|Kidney Transplant,Available,Rs2800,2800,+91 98410 66778,parthasarathy.iyer@apolloclinic.com,https://randomuser.me/api/portraits/men/92.jpg,Senior nephrologist at Apollo Chennai,Sundar R.,5,Excellent dialysis care,,,
314,Dr. Qamar Abbas,Diabetologist,4.7,145,Lucknow,11 yrs,Elderly Care|Home Nursing,Insulin Therapy|Diabetic Education,Available,Rs1100,1100,+91 94150 66778,qamar.abbas@sgpgi.ac.in,https://randomuser.me/api/portraits/men/93.jpg,Diabetologist at SGPGI Lucknow,Shahid A.,4,Good diabetes management,,,
315,Dr. Rashida Banu,Home Ventilator Nurse,4.9,267,Hyderabad,13 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs2100,2100,+91 99897 66778,rashida.banu@yashoda.com,https://randomuser.me/api/portraits/women/81.jpg,Home ventilator nurse in Hyderabad,Salman K.,5,Reliable ventilator care,,,
316,Dr. Shivraj Singh,Orthopedic Surgeon,4.9,512,Indore,23 yrs,Post Surgery Care|Elderly Care,Total Knee Replacement|Arthroscopy,Available,Rs3200,3200,+91 98270 66778,shivraj.singh@chlahosp.com,https://randomuser.me/api/portraits/men/94.jpg,Senior orthopedic surgeon at CHL Indore,Pankaj M.,5,Excellent knee replacement,,,
317,Dr. Tanushree Ghosh,Physiotherapist,4.8,178,Kolkata,10 yrs,Stroke Recovery|Post Surgery Care,Neuro Rehab|Balance Training,Available,Rs850,850,+91 98310 66778,tanushree.ghosh@apollokolkata.com,https://randomuser.me/api/portraits/women/82.jpg,Neuro physiotherapist in Kolkata,Sudipta G.,5,Excellent stroke recovery,,,
318,Dr. Umakant Mishra,Pulmonologist,4.8,234,Varanasi,15 yrs,Elderly Care|Post Surgery Care,COPD Management|Sleep Medicine,Available,Rs1600,1600,+91 98370 66778,umakant.mishra@bhu.ac.in,https://randomuser.me/api/portraits/men/95.jpg,Pulmonologist at BHU Varanasi,Shashank P.,5,COPD now well managed,,,
319,Dr. Vidya Balan,Geriatric Specialist,4.9,345,Chennai,19 yrs,Elderly Care|Dementia Care,Comprehensive Geriatric Assessment,Available,Rs2200,2200,+91 98410 66778,vidya.balan@miot.in,https://randomuser.me/api/portraits/women/83.jpg,Senior geriatrician at MIOT Chennai,Lakshmi K.,5,Excellent elderly care,,,
320,Dr. Wali Mohammad,ENT Specialist,4.6,112,Srinagar,11 yrs,Elderly Care,Hearing Aid Fitting|Vertigo Management,Available,Rs1200,1200,+91 99060 66778,wali.mohammad@skims.ac.in,https://randomuser.me/api/portraits/men/96.jpg,ENT specialist at SKIMS Srinagar,Bilal A.,4,Better hearing now,,,
321,Dr. Xavier Raj,Home Nursing Specialist,4.9,278,Chennai,13 yrs,Home Nursing|Elderly Care,Post-operative Care|Wound Dressing,Available,Rs1200,1200,+91 98410 66778,xavier.raj@apolloclinic.com,https://randomuser.me/api/portraits/men/97.jpg,Experienced home nurse in Chennai,John P.,5,Very professional and caring,,,
322,Dr. Yamuna Devi,Rheumatologist,4.8,198,Bangalore,14 yrs,Elderly Care,Arthritis Management|Osteoporosis,Available,Rs1700,1700,+91 99807 66778,yamuna.devi@manipal.edu,https://randomuser.me/api/portraits/women/84.jpg,Rheumatologist at Manipal Bangalore,Ravi K.,5,Arthritis pain reduced,,,
323,Dr. Zafar Iqbal,Cardiologist,4.9,389,Aligarh,18 yrs,Elderly Care|Post Surgery Care,Preventive Cardiology|Heart Failure,Available,Rs2300,2300,+91 98370 66778,zafar.iqbal@jnmch.edu,https://randomuser.me/api/portraits/men/98.jpg,Senior cardiologist at JNMC Aligarh,Sabiha K.,5,Excellent heart failure care,,,
324,Dr. Aaditya Patil,Wound Care Specialist,4.7,134,Pune,9 yrs,Post Surgery Care|Home Nursing,Pressure Ulcer Care|Burn Care,Available,Rs1100,1100,+91 90281 66778,aaditya.patil@rubyhall.com,https://randomuser.me/api/portraits/men/99.jpg,Wound care specialist at Ruby Hall Pune,Anita J.,4,Bedsore healed,,,
325,Dr. Bina Agarwal,Nutritionist,4.8,212,Delhi,10 yrs,Elderly Care|Wellness Care,Geriatric Nutrition|Renal Diet,Available,Rs800,800,+91 98119 66778,bina.agarwal@maxhealthcare.com,https://randomuser.me/api/portraits/women/85.jpg,Geriatric nutritionist in Delhi,Meera G.,5,Good renal diet plan,,,
326,Dr. Chandan Kumar,Neurologist,4.9,478,Patna,20 yrs,Stroke Recovery|Dementia Care,Epilepsy Management|Parkinson's Care,Available,Rs2500,2500,+91 93041 66778,chandan.kumar@igims.org,https://randomuser.me/api/portraits/men/100.jpg,Senior neurologist at IGIMS Patna,Ravi S.,5,Parkinson's well managed,,,
327,Dr. Devika Nair,Speech Therapist,4.6,98,Kochi,6 yrs,Stroke Recovery,Dysphagia Therapy|Voice Rehab,Available,Rs800,800,+91 98460 66778,devika.nair@astermedcity.com,https://randomuser.me/api/portraits/women/86.jpg,Speech therapist at Aster Medcity,Thomas K.,4,Improved swallowing safety,,,
328,Dr. Ekta Sharma,Home Ventilator Nurse,4.9,267,Gurgaon,12 yrs,Night Care|Post Surgery Care,Non-invasive Ventilation|CPAP,Available,Rs2000,2000,+91 98123 66778,ekta.sharma@medanta.org,https://randomuser.me/api/portraits/women/87.jpg,Home ventilator nurse at Medanta Gurgaon,Rajesh K.,5,Excellent BiPAP support,,,
329,Dr. Firoz Khan,Pulmonologist,4.8,234,Mumbai,16 yrs,Elderly Care|Post Surgery Care,Interventional Pulmonology|Bronchoscopy,Available,Rs1900,1900,+91 98200 66778,firoz.khan@lilavati.com,https://randomuser.me/api/portraits/men/1.jpg,Pulmonologist at Lilavati Mumbai,Naseem B.,5,Excellent bronchoscopy,,,
330,Dr. Gargi Sen,Physiotherapist,4.8,189,Kolkata,9 yrs,Stroke Recovery|Post Surgery Care,Hand Rehabilitation|Constraint-Induced Therapy,Available,Rs850,850,+91 98310 66778,gargi.sen@amri.com,https://randomuser.me/api/portraits/women/88.jpg,Neuro physiotherapist in Kolkata,Sourav G.,5,Good hand function recovery,,,
331,Dr. Harish Verma,Cardiologist,4.9,456,Agra,20 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Echo,Available,Rs2500,2500,+91 98370 66778,harish.verma@snmhospital.com,https://randomuser.me/api/portraits/men/2.jpg,Senior cardiologist in Agra,Neeraj G.,5,Excellent angioplasty,,,
332,Dr. Indumathi Rajan,Nephrologist,4.9,389,Madurai,19 yrs,Elderly Care|Post Surgery Care,Dialysis Management|Kidney Care,Available,Rs2400,2400,+91 98421 66778,indumathi.rajan@apollomadurai.com,https://randomuser.me/api/portraits/women/89.jpg,Nephrologist at Apollo Madurai,Meena S.,5,Excellent dialysis care,,,
333,Dr. Jagannath Mishra,Gastroenterologist,4.8,267,Bhubaneswar,16 yrs,Elderly Care,Therapeutic Endoscopy|Liver Disease,Available,Rs1900,1900,+91 98610 66778,jagannath.mishra@aiimsbbsr.edu,https://randomuser.me/api/portraits/men/3.jpg,Gastroenterologist at AIIMS Bhubaneswar,Bijay K.,5,Excellent endoscopy,,,
334,Dr. Kavya Sridhar,Orthopedic Surgeon,4.9,456,Bangalore,21 yrs,Post Surgery Care|Elderly Care,Arthroscopy|Joint Replacement,Available,Rs3100,3100,+91 99807 66778,kavya.sridhar@manipal.edu,https://randomuser.me/api/portraits/women/90.jpg,Senior orthopedic surgeon at Manipal Bangalore,Shankar R.,5,Successful knee replacement,,,
335,Dr. Lalit Sharma,Diabetologist,4.7,145,Jaipur,10 yrs,Elderly Care|Home Nursing,Insulin Therapy|Diabetic Foot Care,Available,Rs1100,1100,+91 98292 66778,lalit.sharma@smsmedical.com,https://randomuser.me/api/portraits/men/4.jpg,Diabetologist at SMS Jaipur,Sunita M.,4,Good diabetes management,,,
336,Dr. Malathi Krishnan,Home Nursing Specialist,4.9,278,Coimbatore,13 yrs,Home Nursing|Elderly Care,IV Therapy|Wound Dressing,Available,Rs1100,1100,+91 98422 66778,malathi.krishnan@kmch.edu,https://randomuser.me/api/portraits/women/91.jpg,Experienced home nurse in Coimbatore,Vijay R.,5,Very caring and skilled,,,
337,Dr. Naseem Ahmed,ENT Specialist,4.6,112,Hyderabad,10 yrs,Elderly Care,Vertigo Treatment|Nasal Surgery,Available,Rs1200,1200,+91 99897 66778,naseem.ahmed@carehospitals.com,https://randomuser.me/api/portraits/men/5.jpg,ENT specialist at Care Hospitals Hyderabad,Azhar M.,4,Vertigo reduced,,,
338,Dr. Omkar Desai,Rheumatologist,4.8,198,Ahmedabad,13 yrs,Elderly Care,Rheumatoid Arthritis|Biologics,Available,Rs1600,1600,+91 98790 66778,omkar.desai@shalby.org,https://randomuser.me/api/portraits/men/6.jpg,Rheumatologist at Shalby Ahmedabad,Jignesh S.,5,RA well controlled,,,
339,Dr. Pankaj Tripathi,Palliative Care Physician,4.9,389,Allahabad,17 yrs,Palliative Care|Elderly Care,Pain Management|End-of-Life Care,Busy,Rs2000,2000,+91 98370 66778,pankaj.tripathi@mlnmedical.edu,https://randomuser.me/api/portraits/men/7.jpg,Senior palliative care physician in Allahabad,Priyanka S.,5,Compassionate care,,,
340,Dr. Qutubuddin Ansari,Wound Care Specialist,4.8,167,Patna,9 yrs,Post Surgery Care|Home Nursing,Diabetic Foot Ulcer|Negative Pressure,Available,Rs1100,1100,+91 93041 66778,qutubuddin.ansari@igims.org,https://randomuser.me/api/portraits/men/8.jpg,Wound care specialist at IGIMS Patna,Ravi S.,5,Diabetic ulcer healed,,,
341,Dr. Rajeshwari Patil,Physiotherapist,4.7,134,Kolhapur,8 yrs,Stroke Recovery|Post Surgery Care,Gait Training|Balance Therapy,Available,Rs800,800,+91 94220 66778,rajeshwari.patil@kmc.in,https://randomuser.me/api/portraits/women/92.jpg,Neuro physiotherapist in Kolhapur,Sanjay J.,4,Good improvement in walking,,,
342,Dr. Salim Merchant,Cardiologist,4.9,456,Mumbai,22 yrs,Elderly Care|Post Surgery Care,Interventional Cardiology|Echo,Available,Rs3000,3000,+91 98200 66778,salim.merchant@hinduja.com,https://randomuser.me/api/portraits/men/9.jpg,Senior cardiologist at Hinduja Mumbai,Farida K.,5,Excellent angioplasty,,,
343,Dr. Tara Singh,Nutritionist,4.6,98,Amritsar,6 yrs,Elderly Care|Wellness Care,Diabetic Diet|Weight Management,Available,Rs650,650,+91 98156 66778,tara.singh@amandeep.com,https://randomuser.me/api/portraits/women/93.jpg,Geriatric nutritionist in Amritsar,Gurpreet K.,4,Good diet plan,,,
344,Dr. Umesh Chandra,Home Ventilator Nurse,4.9,267,Delhi,14 yrs,Night Care|Post Surgery Care,Ventilator Management|Tracheostomy Care,Available,Rs2300,2300,+91 98110 66778,umesh.chandra@aiims.edu,https://randomuser.me/api/portraits/men/10.jpg,Home ventilator nurse at AIIMS Delhi,Rajiv M.,5,Reliable ventilator care,,,
345,Dr. Vani Shankar,Speech Therapist,4.7,123,Bangalore,8 yrs,Stroke Recovery,Aphasia Therapy|Cognitive Communication,Available,Rs850,850,+91 99807 66778,vani.shankar@manipal.edu,https://randomuser.me/api/portraits/women/94.jpg,Speech therapist at Manipal Bangalore,Suresh B.,4,Improved communication,,,
346,Dr. Waqar Ahmed,Neurologist,4.9,456,Aligarh,19 yrs,Stroke Recovery|Dementia Care,Epilepsy Management|Movement Disorders,Available,Rs2400,2400,+91 98370 66778,waqar.ahmed@jnmch.edu,https://randomuser.me/api/portraits/men/11.jpg,Senior neurologist at JNMC Aligarh,Shahid A.,5,Epilepsy now controlled,,,
347,Dr. Xenia Fernandes,Oncology Palliative Nurse,4.8,234,Goa,11 yrs,Palliative Care|Night Care,Cancer Pain Management|Emotional Support,Available,Rs1500,1500,+91 98230 66778,xenia.fernandes@gmc.goa.in,https://randomuser.me/api/portraits/women/95.jpg,Oncology palliative nurse in Goa,Anthony F.,5,Compassionate care,,,
348,Dr. Yashoda Rajan,Geriatric Nurse,4.9,278,Chennai,15 yrs,Elderly Care|Dementia Care,Fall Prevention|Medication Management,Available,Rs1300,1300,+91 98410 66778,yashoda.rajan@adyaar.org,https://randomuser.me/api/portraits/women/96.jpg,Geriatric nurse specialist in Chennai,Lakshmi K.,5,Excellent fall prevention,,,
349,Dr. Zubin Patel,Orthopedic Surgeon,4.9,512,Mumbai,24 yrs,Post Surgery Care|Elderly Care,Total Hip Replacement|Arthroscopy,Available,Rs3500,3500,+91 98200 66778,zubin.patel@lilavati.com,https://randomuser.me/api/portraits/men/12.jpg,Senior orthopedic surgeon at Lilavati Mumbai,Feroze K.,5,Excellent hip replacement,,,
350,Dr. Aarti Deshmukh,Pulmonologist,4.8,234,Nagpur,14 yrs,Elderly Care|Post Surgery Care,COPD Management|Asthma Care,Available,Rs1500,1500,+91 93731 66778,aarti.deshmukh@orangecity.com,https://randomuser.me/api/portraits/women/97.jpg,Pulmonologist in Nagpur,Vijay M.,5,COPD well managed,,,
351,Dr. Bhupendra Singh,Cardiologist,4.9,423,Jaipur,20 yrs,Elderly Care|Post Surgery Care,Primary Angioplasty|Heart Failure,Available,Rs2600,2600,+91 98292 66778,bhupendra.singh@smsmedical.com,https://randomuser.me/api/portraits/men/13.jpg,Senior cardiologist at SMS Jaipur,Rajendra S.,5,Excellent heart attack care,,,
